team,roster_position,broad_group,group_source,bio_group,unit,depth,player,class,is_transfer,redshirt,projected_slot
Missouri,WR-X,WR,label,WR,OFF,2,Kenric Lanier II,JR,True,True,4.0
Missouri,WR-Z,WR,label,WR,OFF,2,Naeshaun Montgomery,FR,True,True,5.0
Missouri,WR-H,WR,label,WR,OFF,2,Shaun Terry II,FR,False,True,6.0
Bowling Green,RT,OT,label,,OFF,2,Gabe Funk,SO,True,True,5.0
Bowling Green,TE,TE,label,TE,OFF,2,Jeremiah Scoby,SO,False,False,2.0
Bowling Green,QB,QB,label,QB,OFF,2,Austin Novosad,JR,True,True,1.0
Stanford,RILB,LB,label,LB,DEF,2,Zach Johnson,JR,True,True,4.0
Missouri,QB,QB,label,QB,OFF,2,Matt Zollers,SO,False,False,2.0
Missouri,RB,RB,label,RB,OFF,2,Jamal Roberts,JR,False,True,2.0
Missouri,LT,OT,label,,OFF,2,Jack Lange,FR,False,True,6.0
Missouri,LG,IOL,label,,OFF,2,Ryan Jostes,SO,False,True,7.0
Missouri,C,IOL,label,,OFF,2,Tristan Wilson,SR,False,True,8.0
Missouri,RG,IOL,label,,OFF,2,Khalief Canty Jr.,FR,False,False,9.0
Missouri,RT,OT,label,,OFF,2,Luke Work,JR,True,False,10.0
Washington State,RB,RB,label,RB,OFF,2,Leo Pulalasi,JR,False,True,2.0
Bowling Green,RB,RB,label,RB,OFF,2,Nakai Amachree,SO,False,True,3.0
Bowling Green,DE,EDGE,label,,DEF,2,Kade Kostus,SR,True,True,2.0
Bowling Green,DT,DT,label,DT,DEF,2,Jaimion Olverson,FR,False,True,4.0
Bowling Green,NT,DT,label,DT,DEF,2,Dior Garner,FR,False,True,3.0
Syracuse,LT,OT,label,,OFF,2,Naquil Betrand,JR,True,True,6.0
Syracuse,LG,IOL,label,,OFF,2,Oluwafunto Akinshilo,SR,True,True,7.0
Syracuse,C,IOL,label,,OFF,2,Matthew Hawn,FR,False,True,8.0
Washington,MLB,LB,label,LB,DEF,2,Taariq Al-Uqdah,SR,True,True,4.0
Washington,LCB,CB,label,CB,DEF,2,Elias Johnson,SO,False,True,3.0
Washington,RCB,CB,label,CB,DEF,2,Jeron Jones,FR,False,False,4.0
Washington,SS,SAF,label,SAF,DEF,2,Paul Mencke Jr.,SO,False,True,4.0
Missouri,NT,DT,label,DT,DEF,2,Donta Simpson,SO,True,False,3.0
Missouri,DT,DT,label,DT,DEF,2,Jason Dowell,FR,False,True,4.0
Missouri,TE,TE,label,TE,OFF,2,Jordon Harris,SR,False,False,2.0
Stanford,FS,SAF,label,SAF,DEF,2,Jaylen'Dai Sumlin,SO,False,True,5.0
Stanford,NB,CB,default,,DEF,2,Lonnie McAllister III,FR,False,True,6.0
Stanford,LOLB,LB,default,,DEF,2,Gabe Kaminski,FR,False,True,2.0
Stanford,ROLB,EDGE,bio,,DEF,2,Dylan Stephenson,SO,False,True,2.0
Syracuse,WR-X,WR,label,WR,OFF,2,Cole Weaver,JR,True,True,4.0
Syracuse,WR-Z,WR,label,WR,OFF,2,Matthew Outten,FR,True,True,5.0
Syracuse,WR-SL,WR,label,WR,OFF,2,Darius Johnson,FR,False,True,6.0
Stanford,NT,DT,label,DT,DEF,2,Jacobi Murray,SO,False,True,2.0
Stanford,LILB,LB,label,LB,DEF,2,Sam Mattingly,JR,False,False,3.0
Georgia,DE,EDGE,label,EDGE,DEF,2,Joseph Jonah-Ajonye,SO,False,True,3.0
Georgia,JACK,EDGE,default,,DEF,2,Amaris Williams,JR,True,False,4.0
Missouri,DE,EDGE,label,EDGE,DEF,2,Jaden Jones,SR,True,True,3.0
Missouri,JACK,EDGE,default,LB,DEF,2,Malik Bryant,JR,True,True,4.0
Alabama,DT,DT,label,EDGE,DEF,2,Devan Thompkins,SR,True,True,4.0
Alabama,MLB,LB,label,,DEF,2,Cayden Jones,JR,False,False,2.0
Stanford,LCB,CB,label,CB,DEF,2,Leroy Bryant,JR,True,True,3.0
Stanford,RCB,CB,label,CB,DEF,2,Cam Richardson,SO,False,True,4.0
Stanford,SS,SAF,label,SAF,DEF,2,Charlie Eckhardt,SO,False,True,4.0
Bowling Green,MLB,LB,label,LB,DEF,2,Sanders Ellis,JR,True,False,4.0
Bowling Green,WLB,LB,label,LB,DEF,2,AJ Odom,SR,True,True,3.0
Bowling Green,RCB,CB,label,,DEF,2,Drey Braxton,JR,True,False,2.0
Bowling Green,FS,SAF,label,,DEF,2,Mike Wright III,JR,True,False,5.0
Bowling Green,SS,SAF,label,SAF,DEF,2,Kal-El Pascal,JR,False,False,1.0
Stanford,TE,TE,label,TE,OFF,2,Chico Holt,JR,True,True,2.0
Washington,WLB,LB,label,LB,DEF,2,Zaydrius Rainey-Sale,SO,False,False,3.0
Missouri State,WR-Z,WR,label,WR,OFF,2,Mekhi Miller,SR,True,True,5.0
Missouri,WLB,LB,label,LB,DEF,2,Dante McClellan,SO,False,False,3.0
Missouri,MLB,LB,label,LB,DEF,2,Jeremiah Beasley,JR,True,False,4.0
Missouri,LCB,CB,label,CB,DEF,2,Sione Laulea,SR,True,True,3.0
Missouri,RCB,CB,label,CB,DEF,2,Nick DeLoach Jr.,JR,False,True,4.0
Stanford,QB,QB,label,QB,OFF,2,Dylan Rizk,JR,True,True,2.0
Stanford,RB,RB,label,RB,OFF,2,Sedrick Irvin,SR,False,False,2.0
Stanford,LDE,EDGE,label,EDGE,DEF,2,Joe Asiain,SO,False,True,3.0
Stanford,RDE,EDGE,label,EDGE,DEF,2,Connor Bachhuber,SO,False,True,4.0
Bowling Green,BUCK,EDGE,bio,,DEF,2,John Baker IV,FR,True,True,2.0
Buffalo,WR-X,WR,label,WR,OFF,2,Tyrell Simmons Jr.,SO,False,True,4.0
Buffalo,WR-Z,WR,label,WR,OFF,2,Dwayne Early Jr.,FR,False,True,5.0
Buffalo,WR-SL,WR,label,WR,OFF,2,Phillip Folmar,FR,False,True,6.0
Stanford,WR-X,WR,label,WR,OFF,2,Jordan Onovughe,JR,True,True,4.0
Stanford,WR-Z,WR,label,WR,OFF,2,Zion Robinson,FR,False,False,5.0
Georgia,RB,RB,label,RB,OFF,2,Chauncey Bowens,SO,False,True,2.0
Arkansas,WR-Z,WR,label,WR,OFF,2,Donovan Faupel,SR,True,False,5.0
Arkansas,WR-SL,WR,label,WR,OFF,2,Jamari Hawkins,SR,True,True,6.0
Washington,FS,SAF,label,SAF,DEF,2,Rahim Wright II,SO,False,True,5.0
Washington,NB,CB,bio,,DEF,2,Ramonz Adams Jr.,FR,False,True,6.0
Washington,LDE,EDGE,label,EDGE,DEF,2,Logan George,JR,True,True,3.0
Washington,RDE,EDGE,label,EDGE,DEF,2,Russell Davis II,SR,True,True,4.0
Washington,LDT,DT,label,LB,DEF,2,Darin Conley,JR,True,True,3.0
Washington,RDT,DT,label,DT,DEF,2,DeSean Watts,JR,True,True,4.0
Alabama,LCB,CB,label,CB,DEF,2,Chuck McDonald III,FR,False,True,3.0
Alabama,RCB,CB,label,CB,DEF,2,Carmelo O'Neal,JR,True,False,4.0
Georgia,QB,QB,label,QB,OFF,2,Ryan Puglisi,SO,False,True,2.0
Missouri,SS,SAF,label,SAF,DEF,2,Jackson Hancock,SO,False,True,4.0
Missouri,FS,SAF,label,SAF,DEF,2,Kensley Louidor-Faustin,JR,True,False,5.0
Missouri,NB,SAF,bio,SAF,DEF,2,JaDon Blair,FR,True,True,6.0
Missouri State,WR-SL,WR,label,TE,OFF,2,Witt Edwards,SO,True,True,6.0
Missouri State,WR-X,WR,label,WR,OFF,2,Antonio Robinson,SR,True,True,4.0
Missouri State,MLB,LB,label,LB,DEF,2,Stratton Shufelt,JR,True,False,4.0
Missouri State,C,IOL,label,,OFF,2,Logan Scrivner,SO,False,True,7.0
Missouri State,LT,OT,label,,OFF,2,Makhete Gueye,SR,True,True,6.0
Missouri State,RT,OT,label,,OFF,2,Brayden Thompson,FR,False,True,8.0
Missouri State,TE,TE,label,TE,OFF,2,Dillon Hipp,SO,True,True,2.0
Missouri State,QB,QB,label,QB,OFF,2,Henry Belin IV,SR,True,True,2.0
Missouri State,RB,RB,label,RB,OFF,2,Breezy Dubar,JR,True,True,2.0
Georgia,RT,OT,label,,OFF,2,Jahzare Jackson,JR,False,False,10.0
Georgia,TE,TE,label,TE,OFF,2,Jaden Reddell,SO,False,True,2.0
Stanford,WR-SL,WR,label,WR,OFF,2,Caden High,SR,True,False,6.0
Stanford,LT,OT,label,,OFF,2,Charlie Symonds,JR,False,True,6.0
Stanford,LG,IOL,label,,OFF,2,Josh Williams,SO,False,False,7.0
Stanford,C,IOL,label,,OFF,2,Nathan Mejia,SR,True,True,8.0
Stanford,RG,IOL,label,,OFF,2,Ziron Brown,SO,False,True,9.0
Stanford,RT,OT,label,,OFF,2,Dara Adeyemi,SO,True,True,10.0
Arkansas,WR-X,WR,label,WR,OFF,2,Courtney Crutchfield,SO,True,True,4.0
Southern Miss,FS,SAF,label,SAF,DEF,2,Landon Sylvie,JR,False,False,5.0
Southern Miss,NB,CB,default,,DEF,2,Kobi Albert,JR,False,True,4.0
Buffalo,LT,OT,label,,OFF,2,Gabriel Arena,JR,True,True,6.0
Buffalo,LG,IOL,label,,OFF,2,Jackson Bellamy,SO,False,True,7.0
Missouri State,RCB,CB,label,CB,DEF,2,Darryon Taylor,SR,True,False,4.0
Missouri State,FS,SAF,label,SAF,DEF,2,Antonio Smith,JR,True,True,5.0
Missouri State,NB,CB,bio,CB,DEF,2,Devin Rutherford,SO,False,True,6.0
Missouri State,SS,SAF,label,SAF,DEF,2,J.J. O'Neal,SR,False,True,4.0
Georgia,C,IOL,label,,OFF,2,Cortez Smith,FR,False,True,8.0
Georgia,LG,IOL,label,,OFF,2,Daniel Calhoun,SO,False,True,7.0
Georgia,LT,OT,label,OT,OFF,2,Ekene Ogboko,FR,False,False,6.0
Georgia,RG,IOL,label,,OFF,2,Michael Uini,SO,False,True,9.0
Missouri State,LDE,EDGE,label,EDGE,DEF,2,Kellen Lindstrom,SO,True,True,3.0
Missouri State,RDE,EDGE,label,EDGE,DEF,2,Josh Lukusa,SR,True,True,4.0
Missouri State,LDT,DT,label,DT,DEF,2,Malachi Madison,SR,True,True,3.0
Missouri State,RDT,DT,label,DT,DEF,2,Markell Chapman,JR,True,True,4.0
Alabama,SS,SAF,label,SAF,DEF,2,Ivan Taylor,SO,False,False,3.0
Alabama,FS,SAF,label,SAF,DEF,2,Dre Kirkpatrick Jr.,SO,False,True,4.0
Alabama,WOLF,EDGE,default,,DEF,2,Justin Hill,SO,False,False,2.0
Washington,TE,TE,label,TE,OFF,2,Kade Eldridge,JR,True,True,2.0
Washington,QB,QB,label,QB,OFF,2,Elijah Brown,SO,True,True,2.0
Georgia,WR-X,WR,label,WR,OFF,2,CJ Wiley,SO,False,False,4.0
Georgia,WR-Z,WR,label,WR,OFF,2,Talyn Taylor,FR,False,True,5.0
Missouri State,WLB,LB,label,LB,DEF,2,Martavis Blackmon,JR,True,True,3.0
Missouri State,LCB,CB,label,CB,DEF,2,Navonn Barrett,JR,True,True,3.0
Utah,LDT,DT,label,LB,DEF,2,Jireh Moe,SO,True,False,3.0
Utah,RDT,DT,label,DT,DEF,2,Lucas Samsula,JR,True,True,4.0
Utah,LCB,CB,label,CB,DEF,2,JC Hart,JR,True,True,3.0
Utah,RCB,CB,label,CB,DEF,2,James Chenault,JR,True,False,4.0
Utah,ROVER,SAF,default,,DEF,2,Trey Reynolds,SR,False,False,5.0
Southern Miss,DT,DT,label,DT,DEF,2,Xavier McIver,SR,False,True,2.0
Southern Miss,WLB,LB,label,LB,DEF,2,Melvin Spriggs,JR,False,True,3.0
Navy,C,IOL,label,,OFF,2,Toran Smith,JR,False,False,8.0
Navy,RG,IOL,label,,OFF,2,Matt Tomaszewski,SO,False,False,9.0
Navy,RT,OT,label,,OFF,2,Zarian Simms,SR,False,False,10.0
Fresno State,NB,CB,bio,CB,DEF,2,Tyger Canales,FR,False,True,6.0
Fresno State,SS,SAF,label,SAF,DEF,2,RJ Regan,SR,True,True,4.0
Georgia,WR-SL,WR,label,WR,OFF,2,Kaiden Prothro,FR,False,False,6.0
Buffalo,C,IOL,label,,OFF,2,Thomas Barr,FR,False,True,8.0
Buffalo,RG,IOL,label,,OFF,2,Ahmaan Thomas,SO,False,True,9.0
Buffalo,RT,OT,label,,OFF,2,Jacob Merritt,SR,True,True,10.0
Buffalo,TE,TE,label,TE,OFF,2,Clint Walker,SR,True,True,2.0
Southern Miss,C,IOL,label,,OFF,2,Toby Mealer,FR,False,True,2.0
Southern Miss,LG,IOL,label,,OFF,2,Ari Slocum,FR,False,False,6.0
Southern Miss,QB,QB,label,QB,OFF,2,John White,SO,False,True,3.0
Southern Miss,RB,RB,label,RB,OFF,2,Brandon Hood,SO,False,True,2.0
Southern Miss,RDE,EDGE,label,EDGE,DEF,2,KJ Washington,FR,False,False,2.0
Buffalo,QB,QB,label,QB,OFF,2,Elijah Holmes,JR,True,True,2.0
Navy,QB,QB,label,QB,OFF,2,Jackson Gutierrez,JR,False,False,2.0
Navy,SB-A,RB,label,SAF,OFF,2,Michael Barrow,JR,False,False,4.0
Navy,SB-Z,RB,label,,OFF,2,Robert Jones III,JR,False,False,5.0
Navy,RB,RB,label,RB,OFF,2,Quinton Ezzard,JR,False,False,6.0
Navy,WR-X,WR,label,WR,OFF,2,Joshua Guerin,SR,False,False,4.0
Buffalo,RB,RB,label,RB,OFF,2,Messiah Burch,JR,False,True,2.0
Buffalo,LDE,EDGE,label,EDGE,DEF,2,Logan Goodwin,JR,True,False,3.0
Buffalo,RDE,EDGE,label,EDGE,DEF,2,Jacari Bennett,SO,False,True,4.0
South Florida,SS,SAF,label,SAF,DEF,2,Israel Boyce,JR,True,False,4.0
South Florida,FS,SAF,label,SAF,DEF,2,Cedrick Hawkins Jr.,JR,True,True,5.0
South Florida,NB,SAF,bio,CB,DEF,2,Tayvion Beasley,SR,True,True,6.0
Southern Miss,WR-Z,WR,label,WR,OFF,2,Kaden Saunders,JR,False,True,2.0
South Florida,NT,DT,label,DT,DEF,2,Jahari Grant,JR,False,False,3.0
South Florida,DT,DT,label,DT,DEF,2,Major Dillard,SR,True,False,4.0
Navy,LT,OT,label,,OFF,2,Connor Heater,JR,False,False,6.0
Navy,LG,IOL,label,,OFF,2,Will Hampton,SO,False,False,7.0
Buffalo,RDT,DT,label,DT,DEF,2,Christopher Climes,FR,False,True,4.0
Buffalo,WLB,LB,label,LB,DEF,2,Jordan Owens,JR,True,True,3.0
Buffalo,MLB,LB,label,LB,DEF,2,Stevie Bracey,GR,True,False,4.0
Buffalo,LCB,CB,label,CB,DEF,2,Drayson Crane,SO,True,False,3.0
Buffalo,RCB,CB,label,CB,DEF,2,Oliver Bridges,SR,True,True,4.0
Navy,DE,EDGE,label,EDGE,DEF,2,Ikenna Ozurumba,SR,False,False,2.0
Navy,NT,DT,label,DT,DEF,2,Chris Herock,JR,False,False,3.0
Navy,DT,DT,label,DT,DEF,2,Matt Reyes,SR,False,False,4.0
Navy,LILB,LB,label,LB,DEF,2,Nolan McCamy,SR,False,False,3.0
Navy,RILB,LB,label,LB,DEF,2,Marcus Bleazard,SR,False,False,4.0
Fresno State,MLB,LB,label,LB,DEF,2,Justin Johnson,JR,False,True,4.0
Fresno State,WLB,LB,label,LB,DEF,2,Logan Studt,SO,False,True,3.0
Fresno State,LCB,CB,label,CB,DEF,2,Andre Cobb,SR,True,True,3.0
Fresno State,RCB,CB,label,CB,DEF,2,Loyall Mouzon,SO,False,True,4.0
Fresno State,FS,SAF,label,SAF,DEF,2,Croix Stewart,SR,True,True,5.0
Navy,TE,TE,label,TE,OFF,2,Jordan Collins,SO,False,False,2.0
Utah,SS,SAF,label,SAF,DEF,2,Nate Tilmon,SO,False,False,6.0
Utah,FS,SAF,label,SAF,DEF,2,Jackson Bennee,SO,False,True,7.0
Utah,MAC,LB,label,EDGE,DEF,2,Elijah Elliss,SO,False,True,2.0
NC State,WR-X,WR,label,WR,OFF,2,Chance Robinson,SO,True,True,4.0
NC State,WR-Z,WR,label,WR,OFF,2,Tyreek Copper,FR,False,False,5.0
NC State,WR-SL,WR,label,WR,OFF,2,Victor Snow,SR,True,True,6.0
Navy,SS,SAF,label,SAF,DEF,2,Matthew Seliga,SR,False,False,3.0
Navy,FS,SAF,label,SAF,DEF,2,Aaron Rose,JR,False,False,4.0
Navy,LOLB,LB,default,,DEF,2,Job Grant,SR,False,False,2.0
Navy,ROLB,LB,default,,DEF,2,Trent Gillis,SO,False,False,2.0
Navy,FCB,CB,label,,DEF,2,Bryce Allen,SR,False,False,2.0
South Florida,WLB,LB,label,LB,DEF,2,Sam Robinson,SO,True,True,3.0
South Florida,MLB,LB,label,LB,DEF,2,Michael Harris,SR,True,False,4.0
South Florida,LCB,CB,label,CB,DEF,2,Teddy Foster,SO,True,True,3.0
South Florida,RCB,CB,label,CB,DEF,2,Deylen Platt,SO,False,True,4.0
Buffalo,LDT,DT,label,,DEF,2,Mason Nickel,SO,True,True,3.0
South Florida,C,IOL,label,,OFF,2,Khalil Collins,FR,False,True,8.0
South Florida,RG,IOL,label,,OFF,2,Julius Tate,SO,True,True,9.0
South Florida,RT,OT,label,,OFF,2,Braden Carter,SO,False,True,10.0
South Florida,TE,TE,label,TE,OFF,2,Evan Dangler,SR,False,True,2.0
NC State,QB,QB,label,QB,OFF,2,Will Wilson,SO,False,False,2.0
NC State,RB,RB,label,RB,OFF,2,Davion Gause,JR,True,False,2.0
Fresno State,RB,RB,label,RB,OFF,2,Rayshon Luke,SR,True,True,2.0
Fresno State,LDE,EDGE,label,,DEF,2,Merhauti Xepera,SR,False,True,3.0
Fresno State,RDE,EDGE,label,EDGE,DEF,2,Dylan Hampsten,JR,True,True,4.0
Fresno State,LDT,DT,label,,DEF,2,Auckland Asiata,JR,False,True,3.0
Fresno State,RDT,DT,label,DT,DEF,2,Mordecai Hines,JR,False,True,4.0
Navy,BCB,CB,label,CB,DEF,2,Cam Robinson,SO,False,False,2.0
South Florida,QB,QB,label,QB,OFF,2,Luke Kromenhoek,SO,True,True,2.0
South Florida,RB,RB,label,RB,OFF,2,Jason Collins Jr.,JR,True,True,2.0
South Florida,DE,EDGE,label,EDGE,DEF,2,Michael Williams II,SR,False,True,3.0
South Florida,JACK,EDGE,bio,,DEF,2,Marshon Oxley,SR,True,True,4.0
NC State,NT,DT,label,DT,DEF,2,Katron Evans,GR,True,False,3.0
NC State,DT,DT,label,DT,DEF,2,AJ Prim,JR,True,True,4.0
NC State,LT,OT,label,,OFF,2,Jai'Lun Hampton,GR,True,False,6.0
NC State,LG,IOL,label,,OFF,2,Rico Jackson,JR,False,True,7.0
NC State,C,IOL,label,,OFF,2,Rylan Vann,SR,False,True,8.0
NC State,RG,IOL,label,,OFF,2,Yousef Mugharbil,SR,True,True,9.0
NC State,RT,OT,label,,OFF,2,TK Whitset,FR,False,True,10.0
NC State,TE,TE,label,TE,OFF,2,Vander Ploog,FR,True,True,2.0
Utah State,WR-X,WR,label,WR,OFF,2,Eli Wood,GR,True,False,4.0
Utah State,WR-Z,WR,label,WR,OFF,2,Ty Olsen,FR,False,True,5.0
Utah State,WR-SL,WR,label,WR,OFF,2,LJ Johnson Jr.,SO,True,True,6.0
Arizona State,SS,SAF,label,SAF,DEF,2,Antoine Belgrave-Shorter,SO,True,True,4.0
Arizona State,FS,SAF,label,SAF,DEF,2,Kyan McDonald,JR,False,False,5.0
Arizona State,NB,CB,default,,DEF,2,Montana Warren,JR,False,True,6.0
South Florida,LT,OT,label,,OFF,2,Kahari Finley,SR,True,False,6.0
South Florida,LG,IOL,label,,OFF,2,Devin Davis,GR,True,False,7.0
Washington,RT,OT,label,,OFF,2,Soane Faasolo,JR,False,True,10.0
Fresno State,RG,IOL,label,,OFF,2,Jonah Leaupepetele,FR,False,True,9.0
Fresno State,RT,OT,label,,OFF,2,Kyson Van Vugt,SR,True,True,10.0
Fresno State,TE,TE,label,TE,OFF,2,Jake Appleget,SR,True,True,2.0
Fresno State,QB,QB,label,QB,OFF,2,Jayden Mandal,JR,False,True,2.0
Buffalo,SS,SAF,label,SAF,DEF,2,Xavier Leonard,SO,False,True,4.0
Buffalo,FS,SAF,label,SAF,DEF,2,Zae Jennings,JR,True,False,5.0
Buffalo,NB,SAF,bio,SAF,DEF,2,Ronnell Davis,SO,False,True,6.0
BYU,WR-X,WR,label,,OFF,2,Tei Nacua,SO,False,True,4.0
BYU,WR-Z,WR,label,WR,OFF,2,Reggie Frischknecht,JR,True,False,5.0
BYU,WR-SL,WR,label,WR,OFF,2,Legend Glasker,FR,False,False,6.0
South Carolina,NB,CB,default,,DEF,2,Gerald Kilgore,SR,True,True,6.0
South Florida,WR-X,WR,label,WR,OFF,2,Bryson Rodgers,JR,True,True,4.0
South Florida,WR-Z,WR,label,WR,OFF,2,Cameron Seldon,SR,True,False,5.0
NC State,DE,EDGE,label,EDGE,DEF,2,Chase Bond,SO,False,True,3.0
NC State,JACK,EDGE,default,,DEF,2,Sterling Dixon,SO,True,True,4.0
BYU,LT,OT,label,,OFF,2,Siosiua Latu-Finau,FR,False,True,6.0
BYU,LG,IOL,label,,OFF,2,Zak Yamauchi,SO,True,False,7.0
BYU,C,IOL,label,,OFF,2,Trevor Pay,SO,False,True,8.0
Fresno State,C,IOL,label,,OFF,2,Ben Baker,SO,False,True,8.0
Fresno State,LG,IOL,label,IOL,OFF,2,Gino Quinones,SR,True,True,7.0
NC State,WLB,LB,label,LB,DEF,2,LaCorian Hodge,SO,False,False,3.0
NC State,MLB,LB,label,LB,DEF,2,AJ Richardson,JR,True,True,4.0
NC State,LCB,CB,label,CB,DEF,2,Ty White,SO,True,True,3.0
NC State,RCB,CB,label,CB,DEF,2,Caden Gordon,SO,False,False,4.0
NC State,SS,SAF,label,SAF,DEF,2,Brody Barnhardt,SO,False,True,4.0
Fresno State,LT,OT,label,,OFF,2,Marsel Akins,SO,False,True,6.0
Washington,RB,RB,label,RB,OFF,2,Trey Cooley,SR,True,True,2.0
Washington,LT,OT,label,,OFF,2,Kolt Dieterich,JR,True,True,6.0
Washington,LG,IOL,label,,OFF,2,Jack Shaffer,FR,False,True,7.0
Washington,C,IOL,label,,OFF,2,Jake Flores,FR,False,True,8.0
Washington,RG,IOL,label,,OFF,2,Champ Taulealea,FR,False,True,9.0
Nebraska,TE,TE,label,TE,OFF,2,Carter Nelson,JR,False,False,2.0
NC State,FS,SAF,label,SAF,DEF,2,Ronnie Royal III,SO,False,True,5.0
NC State,NB,CB,default,,DEF,2,Asaad Brown Jr.,SO,False,True,6.0
Nebraska,WR-X,WR,label,WR,OFF,2,Quinn Clark,SO,False,True,4.0
Nebraska,WR-Z,WR,label,WR,OFF,2,Cortez Mills Jr.,SO,False,False,5.0
Nebraska,WR-SL,WR,label,WR,OFF,2,Janiran Bonner,SR,False,True,6.0
Fresno State,WR-SL,WR,label,WR,OFF,2,Jordan Malau'ulu,SO,False,True,6.0
Fresno State,WR-X,WR,label,WR,OFF,2,Harold Duvall,SO,False,False,4.0
Fresno State,WR-Z,WR,label,WR,OFF,2,Jayon Farrar,SR,True,False,5.0
South Florida,WR-SL,WR,label,WR,OFF,2,Kenny Odom,SR,True,True,6.0
South Carolina,WLB,LB,label,LB,DEF,2,A.J. Holloway,FR,False,True,3.0
South Carolina,MLB,LB,label,LB,DEF,2,Shawn Murphy,SR,True,True,4.0
South Carolina,LCB,CB,label,CB,DEF,2,Damarcus Leach,SO,False,False,3.0
South Carolina,RCB,CB,label,CB,DEF,2,Kosci Barnes,FR,False,False,4.0
South Carolina,SS,SAF,label,SAF,DEF,2,J'Zavien Currence,FR,False,False,4.0
South Carolina,FS,SAF,label,SAF,DEF,2,Kendall Daniels Jr.,SO,False,False,5.0
Nebraska,QB,QB,label,QB,OFF,2,TJ Lateef,SO,False,False,2.0
Nebraska,RB,RB,label,RB,OFF,2,Mekhi Nelson,SO,False,True,2.0
Nebraska,LDE,EDGE,label,EDGE,DEF,2,Kade Pietrzak,SO,False,False,3.0
Nebraska,RDE,EDGE,label,EDGE,DEF,2,Anthony Jones Jr.,SR,True,True,4.0
Nebraska,LT,OT,label,,OFF,2,Gunnar Gottula,JR,False,True,6.0
Nebraska,LG,IOL,label,,OFF,2,Grant Brix,SO,False,True,7.0
Nebraska,C,IOL,label,,OFF,2,Jake Peters,SO,False,True,8.0
Nebraska,RG,IOL,label,,OFF,2,Sam Sledge,JR,False,True,9.0
Nebraska,RT,OT,label,,OFF,2,Tyler Knaak,SR,True,True,10.0
BYU,RG,IOL,label,,OFF,2,Joe Brown,SO,False,True,9.0
BYU,RT,OT,label,,OFF,2,Jr Sia,JR,True,True,10.0
BYU,TE,TE,label,TE,OFF,2,Roger Saleapaga II,JR,True,False,2.0
South Carolina,LDE,EDGE,label,EDGE,DEF,2,Drew Collins,SO,True,True,3.0
South Carolina,RDE,EDGE,label,EDGE,DEF,2,Caleb Herring,SR,True,False,4.0
South Carolina,LDT,DT,label,,DEF,2,Kelby Collins,SR,True,False,3.0
South Carolina,RDT,DT,label,DT,DEF,2,Tomiwa Durojaiye,SR,True,True,4.0
Washington,WR-SL,WR,label,WR,OFF,2,Mason James,FR,False,False,6.0
Alabama,STING,LB,bio,LB,DEF,2,Luke Metz,SO,False,False,2.0
Alabama,HUSKY,SAF,bio,SAF,DEF,2,Zavier Mincey,JR,False,False,2.0
Florida State,RCB,CB,label,CB,DEF,2,Quindarrius Jones,SR,False,False,4.0
Florida State,SS,SAF,label,SAF,DEF,2,Tre Bell III,FR,False,False,4.0
Florida State,FS,SAF,label,SAF,DEF,2,K.J. Kirkland,JR,False,True,5.0
Florida State,NB,SAF,bio,,DEF,2,Karson Hobbs,JR,True,False,6.0
Arizona State,LCB,CB,label,CB,DEF,2,Caleb Chester,FR,True,True,3.0
Arizona State,RCB,CB,label,CB,DEF,2,Joseph Smith,SO,False,False,4.0
Utah State,LT,OT,label,,OFF,2,Chewy Wade,SO,True,True,6.0
Utah State,LG,IOL,label,,OFF,2,Kadin Lynch,SR,True,True,7.0
Utah State,RG,IOL,label,,OFF,2,K'leyone Iosua,JR,False,True,8.0
Utah State,RT,OT,label,,OFF,2,Jackson Nelson,SO,True,True,9.0
Utah State,TE,TE,label,TE,OFF,2,Preston McDaniel,FR,False,False,2.0
South Carolina,TE,TE,label,TE,OFF,2,Mike Tyler,SO,False,False,2.0
South Carolina,QB,QB,label,QB,OFF,2,Cutter Woods,FR,False,True,2.0
Nebraska,WLB,LB,label,LB,DEF,2,Dawson Merritt,SO,False,False,3.0
Nebraska,MLB,LB,label,LB,DEF,2,Dexter Foster,JR,True,False,4.0
Florida State,LCB,CB,label,CB,DEF,2,Charles Lester III,SO,False,True,3.0
Wake Forest,NB,CB,default,,DEF,2,Zamari Stevenson,SR,False,True,6.0
Washington,WR-X,WR,label,WR,OFF,2,Chris Lawson,SO,False,False,4.0
South Carolina,RB,RB,label,RB,OFF,2,Christian Clark,SO,True,True,2.0
BYU,QB,QB,label,QB,OFF,2,Treyson Bourguet,SR,True,True,2.0
BYU,RB,RB,label,RB,OFF,2,Sione Moa,SO,False,True,2.0
BYU,LDE,EDGE,label,EDGE,DEF,2,Viliami Po'uha,JR,False,False,3.0
BYU,RDE,EDGE,label,EDGE,DEF,2,Tausili Akana,JR,True,True,4.0
BYU,NT,DT,label,DT,DEF,2,Anisi Purcell,SR,True,True,3.0
South Carolina,LT,OT,label,OT,OFF,2,Shed Sarratt Jr.,SO,False,False,6.0
South Carolina,LG,IOL,label,,OFF,2,Ebubedike Nnabugwu,JR,True,True,7.0
South Carolina,C,IOL,label,,OFF,2,Nolan Hay,SR,True,True,8.0
South Carolina,RG,IOL,label,,OFF,2,Adedamola Ajidahun,FR,False,True,9.0
